X,Y,GLOBAL_ID,NAME,ELEVATION,SERVCITY,STATE,IDENT,ICAO_ID
-95.1598903590193,31.3504944149693,9384EB34-ABC2-4264-BA86-FE80A96F1BF1,Hogg Fld,332,KENNARD,TX,TS99,
-98.723102240761,28.6626465322015,C69BE6FF-4933-4F2D-8BFC-BA4E2AE442D8,El Tesoro Ranch,334,CHARLOTTE,TX,02TS,
-95.1613407082491,32.6376438352056,95DBE516-CF99-4D78-A2EF-F8B05B179FC0,Hawk Ranch,335,HAWKINS,TX,1TX9,
-97.1292157620215,29.3062883787923,D046CCA2-3EF6-409F-9EAB-B01AE25B4880,Yoakum Community Hospital,335,YOAKUM,TX,TE64,
-98.8828689207787,27.9971158382166,0D1E744D-172A-4167-8299-705AEB281FAC,Seven C's Ranch,336.4,FREER,TX,0XA4,
-95.6349602106965,31.4765719216913,307978F1-E099-4E3C-B275-CEDCEDBBCFDD,W C Ranch,337,GRAPELAND,TX,7XS3,
-96.3835657299369,32.3991723491813,404DF7FA-879B-47E1-B199-DF7D04AD1E63,Twin Acres,340,SCURRY,TX,9TE0,
-95.1641181244651,31.0843388056296,ADC2C4DD-B595-4335-8670-5FD653D3F8D9,Groveton-Trinity County,340,GROVETON,TX,33R,
-99.0955356457419,28.1576158640056,7423B370-6D7B-4200-8B3C-D4956FE3991A,Los Cuernos Ranch,340,COTULLA,TX,XA08,
-94.8493237326327,33.4565865066294,54C8C8C6-6520-49E6-983D-25CD624D9D63,Molair,342,BOXELDER/LYDIA,TX,TX35,
-94.8673681169414,32.3733474067537,E9B68314-6D31-45FC-BF5C-D000D847F3B0,Roy H Laird Meml Hospital,343,KILGORE,TX,96TA,
-96.3858254521533,32.3757028995834,E549469A-12F2-4AE0-A3CB-5F9200AB354A,Tali Homma Fld,343,KAUFMAN,TX,XA42,
-95.4447293612275,32.0916723281357,9B21552B-2A41-4861-B5C9-4EBB7AA50B4C,Paradise Point,345,BERRYVILLE,TX,3TX1,
-95.4324876913824,32.0791806591855,5F8AEFE4-11E5-4B32-99A9-DCE08A08E8C2,Aero Estates,345,FRANKSTON,TX,TX1,
-98.8900303180899,28.1697322616289,1661012D-F295-4F76-BBA6-2C0BBB50A961,Morris Ranch,346,COTULLA,TX,79TA,
-94.0479401873916,33.4288504240717,05D208BE-FD3F-4A97-8C69-0446BB597DC2,Wadley Rgnl Medical Center,347,TEXARKANA,TX,64XS,
-93.8029661059909,31.1218644199088,59D55243-210F-40A5-980D-426CD6898D03,Scrappin Valley,350,WIERGATE,TX,4XS5,
-97.1447157681673,29.3585825558057,17EEAAA3-C7A7-4897-B702-23D645882372,Pearson Ranch Private,350,YOAKUM,TX,5TA3,
-96.3566740390079,32.0825611783409,589C98BF-624A-4F1C-8BFB-10558E9D6F4F,Jtj Ranch,350,CORSICANA,TX,6TX6,
-96.6341459745906,30.5871508750097,3F104C1D-16C2-48BC-850C-F61955BF1EFB,Weber Ranch,350,CALDWELL,TX,7TA5,
-97.4336116891357,29.6919020567458,14C39DDC-01ED-450F-8D22-3D1BF91525BE,Flying W Ranch,350,HARWOOD,TX,32TA,
-96.263581687462,30.0335602217566,59D42FDB-3606-4C12-85DE-4C56BD3AE909,P-K Ranch,350,BELLVILLE,TX,60TX,
-97.4141742072994,30.1888941009547,E59A7CEE-EF75-448C-B8DC-680BFD195070,Utley,350,BASTROP,TX,68XA,
-96.3468684053284,30.6569414544152,EFCA639D-2476-4235-903C-CA8E000E0658,St Joseph Hospital,350,BRYAN,TX,82TX,
-95.157725454379,33.0601261390786,9B1F39FD-D0EA-42BE-81B4-503D2263E6A4,Mac Kay,351,MOUNT VERNON,TX,93TA,
-97.4643103005107,29.5291286902407,369CCDBB-BB70-48DD-9FD2-FD62558C5EED,Roger M Dreyer Meml,354,GONZALES,TX,T20,
-94.7310541997865,32.5001696591983,91BD0CB7-DF31-4D65-B478-F67B68E3B55B,Christus Good Shepherd Medical Center,359,LONGVIEW,TX,3XS6,
-94.8245514466336,32.5101057682974,B82BAC34-9189-49A4-BF83-FBDD2C86BD99,In The Trenches,359,LONGVIEW,TX,XS02,
-94.7655625493584,32.6150057912455,BA086D7A-0CB2-42C1-9DB1-CCA58FB5E563,Tailwheel,360,LONGVIEW,TX,2XA7,
-94.6168769664468,32.8168080588308,09CB6FD2-7376-4376-A49D-A32C66FE424F,Mc Kenzie Fld,360,AVINGER,TX,6TE9,
-94.0335322966779,31.4835200396061,5A98DB2C-7799-41DA-BD02-B7C5CBD16841,Fairway Farm,360,SAN AUGUSTINE,TX,86TS,
-96.2163609028164,31.2612963008021,52682B22-1E61-4CB3-B762-8C59B1549505,Morris Lazy K Ranch,360,MARQUEZ,TX,TA23,
-96.7294517875855,29.6466717947874,72B9B52D-29B0-4AB9-A5DA-63CDA63C4758,Tree Top Air,360,WEIMAR,TX,TT00,
-99.4233106876671,27.1113767553275,73E7FEC0-CF05-4CB9-99F7-815859DDD101,Corralitos,360,SAN YGNACIO,TX,XS94,
-94.7293680902638,32.5335891098141,F91E4E47-13DE-4037-BF8E-53A814DEEBE7,Longview Rgnl Medical Center,361,LONGVIEW,TX,6TX3,
-96.1348683908519,31.4283943927904,BE57E3CC-52A4-486C-ABBE-C0E922BD07A1,Hub Fld,361,JEWETT,TX,8TX0,
-96.1974792632402,31.8626686421665,5352DC6D-0AED-4B94-AE9A-71C04E5440EB,Pyramid Ranch,362,FAIRFIELD,TX,2TA6,
-94.8182761624402,32.412656027468,318D3785-EA42-443C-AC9A-511E87AE68C5,Kilgore,365,KILGORE,TX,4TX6,
-98.8337411388686,28.2095047712965,1B0B843E-F3E1-4AFB-BACF-4DC0189A1E47,El Quinto Ranch,365,COTULLA,TX,7TE8,
-96.6002852016659,31.9002833552343,8A1FBA30-711E-444A-8988-340A8BD39016,Rainbow Fld,365,PURDON,TX,83TA,
-97.1384240986244,29.3131717138732,CB185B62-E81F-49F6-8774-1E8468463636,Yoakum Muni,365.4,YOAKUM,TX,T85,
-97.3444186300475,30.108157976493,90C26B6A-648E-484A-A9F9-B3BD425C0A37,Ascension Seton  Neighborhood Hospital,366,BASTROP,TX,TT13,
-98.8007050327705,28.5392853941943,0F27FBC5-174D-4148-89FA-DB4D143FA9A5,Y Bar Ranch,367,FOWLERTON,TX,TT31,
-95.4813969087109,30.6975803832863,1C0F69EA-3675-4FE2-B32B-AB8EC62BD643,Four Notch,367,HUNTSVILLE,TX,TT41,
-97.2526880325216,29.682755117138,14AEBAB8-AF22-42B3-9599-6BC1DA28278A,Wt Airpark,369,WAELDER,TX,90TT,
-95.2057792599974,31.3535199688174,DEB86E62-9829-4633-B4C9-92AC04415A72,Flying S Ranch,370,KENNARD,TX,63TE,
-95.8503350205753,32.0784167531366,D4A94A06-9F97-4B1D-8C9C-B1C9E54D8A22,Coon Creek Club,370,ATHENS,TX,XA87,
-97.0991599447351,29.8296768187697,2B7C4E41-2B3C-45D8-BB59-156E9994EC06,Cherry Spraying Service,370,MULDOON,TX,XS24,
-94.7002164142492,32.5084871620958,ECC7F06D-38E6-4D41-875C-0351AC94EE53,East Side,373,LONGVIEW,TX,3TS0,
-98.5601660195716,26.7204141981038,CE66249C-E43B-4AB5-AC6D-E58206D95A91,Diamond O Ranch,373,SANTA ELENA,TX,XS93,
-98.0455354115502,28.7486715708825,4BD86F22-2818-48F8-A95F-ED044AF8A343,San Christoval Ranch,377.7,PAWNEE,TX,XS71,
-99.1344806570817,28.20583976145,33D74BB9-432F-47E6-A2BB-B3915193DA99,Uno Mas Ranch,380,COTULLA,TX,5TS1,
-94.6077097460181,32.8840277943151,58BC5C24-FB2D-4DFC-A398-6E06DAA9B063,Eagle Landing,380,AVINGER,TX,61TA,
-97.1633268987118,29.695096789671,98594CC5-12F3-450D-9C86-717FAD332D87,Piano Ranch,383,FLATONIA,TX,2TE5,
-95.4823681807281,30.5695331354916,70F0DB5C-D8B0-4D26-BC54-3DE371C1F539,Sandy Creek,383,NEW WAVERLY,TX,73TX,
-96.1455628897134,32.3547279055338,D59113D8-14C0-45B7-87D3-49DEC5634AB6,Gun Barrel City Airpark,385,GUN BARREL CITY,TX,74XA,
-97.0788958582436,31.5482277120596,4C9E687A-A833-45EC-B551-231BE3DC8970,Sheriff Department,385,WACO,TX,TA04,
-95.2668321300436,32.7321446821162,213D03A0-95AE-47BC-9374-2CF10E504B2B,Alpha Whisky Airstrip,385,MINEOLA,TX,TA27,
-99.4814384864671,27.3086390155721,FD698789-0598-4A36-9AB0-47052C7562A4,Rancho Blanco,385,LAREDO,TX,TE32,
-96.7165629371604,30.5210608588968,92826DAB-AA04-4A38-A838-3B4C48DA43FB,Burleson County Hospital,386,CALDWELL,TX,33TS,
-95.4732887756908,31.390184688841,9634D24B-C1BF-4CE3-946B-F4C0110D0A59,Bruner,387,LATEXO,TX,8TS3,
-96.4455628526053,30.1850052457378,BF5CC97B-A843-48A2-8573-1EB09E595341,Live Oak Ranch,387,BRENHAM,TX,TA17,
-94.458539315714,30.775205992278,3876CE44-346B-4F37-AD77-165C5EDAE811,Tyler County,388,WOODVILLE,TX,09R,
-96.8002634846462,29.9168971235972,304DF066-048E-4BB3-9576-9A2DD8A3F9CF,Rocky Creek Ranch,390,LA GRANGE,TX,9TE6,
-96.0437572392283,31.0936165523115,BC22EEBF-3399-49A8-8947-269310485D26,16 L Ranch,390,NORMANGEE,TX,16TT,
-95.0639215130009,32.5852024400595,5E273105-3FB3-4F14-8330-1C4E31DE9408,Alert Fld,390,BIG SANDY,TX,18TE,
-94.9608404016627,33.0322280861116,A4C1BDD7-E939-4139-8D7E-1CC2D85D6246,Ut Health East Texas Pittsburg Hospital,390,PITTSBURG,TX,XA27,
-95.9510322633605,31.989238953708,918519D7-D87F-4567-9836-2668BCD34E7E,Lochridge Ranch,391,ATHENS,TX,TX25,
-96.1158406578223,32.3320416523917,DEE3EA5D-23B6-4F51-B1C8-D3741D53203C,Ut Health East Texas Cedar Creek Lake,393.8,GUN BARREL CITY,TX,TS72,
-96.2705418178924,32.4979215388497,F4828235-2DD9-4A47-B8F9-D14AD3FEC78A,Erco Fld,395,KAUFMAN,TX,0TA4,
-95.9702850547006,32.1397278711714,857C6A6E-E067-465C-9FED-420A4709D6D4,Circle R Ranch,395,MALAKOFF,TX,2TS4,
-96.1163934361638,32.3355306810417,93A99E8E-EFF9-4893-8F49-3FB8E93B3DCF,Medical Emergency Gbc,395,GUN BARREL CITY,TX,8TX1,
-97.6538075761625,29.6732439904592,DCCD9796-22C7-41FE-9774-73F772AF1F70,Seton Edgar B Davis Hospital,395,LULING,TX,29XA,
-97.8776575961276,28.8490382623944,FB9640C5-3B4A-4477-A383-633F5A957139,Otto Kaiser Hospital,395,KENEDY,TX,62TE,
-96.4596184158183,30.2835330429381,3A742E42-52FF-4236-8964-697F5DADECA2,K Star Ranch,397,BRENHAM,TX,49TE,
-96.4385990662452,32.1957084188003,790B19C8-B6C7-4CBB-B394-96870988F958,The Homestead,398,CORSICANA,TX,90TE,
-96.4312378790423,30.8047220365899,3601A3B7-B549-411B-94BF-72E95CD085A9,Pc,399,BRYAN,TX,TT46,
-96.581118433389,30.0033385375683,BBCE32D2-F2B4-43C8-B28A-6694D7197A78,Rabb and Nobra,400,INDUSTRY,TX,6TS8,
-94.7330625382214,32.5683391164642,5743A757-9E76-4E8B-B925-53207C96F4C7,Texas Farms and Ranches,400,LONGVIEW,TX,59XA,
-94.907167918654,33.5362276303534,BF754761-2EE4-4FDD-842A-55B5CA86714B,Russells Ranch,400,ANNONA,TX,TX19,
-97.1219377132222,29.4902442500347,66802996-ABCE-41F8-83BC-8293C1BE0D3E,Dean Ranch,400,SHINER,TX,XS49,
-95.0225876472294,33.1405892153749,FE6164CD-2DD8-403E-B195-5EC97651ADFF,Glover,400,MOUNT PLEASANT,TX,XS70,
-94.7001558968773,33.1480650646452,DF946E9C-310C-4484-8D07-E42175CF32BC,Greater Morris County,402,DAINGERFIELD,TX,8F5,
-96.9722199633648,30.8790081419494,836665C1-DC62-442A-A287-AAD2A44418A9,Cameron Muni Airpark,402,CAMERON,TX,T35,
-96.712229582867,30.1194496671792,38ED7284-1840-488B-AC41-C151EFADDE70,Sands Hill,403,CARMINE,TX,27TX,
-96.3294309827319,32.2001548131492,F2652316-314C-4BF9-9CB3-3648E0EF7D4F,Smith,405,CORSICANA,TX,TX51,
-95.4391285577104,32.6334740997921,D8E5179E-917A-46B8-8D57-EFF1630B3B95,Rhodes Ranch,405,MINEOLA,TX,TX62,
-98.286685204658,29.0271974517941,1F5288A4-B8F4-485B-8C1A-E2D22590E096,Boening Brothers,407,FLORESVILLE,TX,7TE9,
-95.2077301687468,32.6976407889107,492E874E-B741-470F-8D4A-23860026999B,Holly Lake Ranch,409,HAWKINS,TX,16TE,
-96.7949854364265,30.0918907707513,68FFE8E8-D1BE-4A06-9528-F440DC9836E0,Ullrich,410,LEDBETTER,TX,0TS4,
-97.1429241368681,30.1350218779871,E15B573B-283F-4D1F-9E3E-C4A030944DA8,Flying Armadillo Fld,410,PAIGE,TX,1XA5,
-97.1433852745602,30.6835580972024,06398E49-6B96-47EC-B71C-9AD7F6A87A05,Apache Pass,410,ROCKDALE,TX,4XA4,
-96.8520352349845,31.3406721257309,B8A85B19-2D3D-4C8E-8515-D875CF6CD886,Marlin,410.7,MARLIN,TX,T15,
-95.2372293734027,33.2153392204837,2DC8D7A8-3877-46CC-B0D4-C774F43EB55C,Franklin County,412.1,MOUNT VERNON,TX,F53,
-95.4438563465632,32.7971367702125,E6841B90-1719-42B5-AA1F-6F43FB146E2A,Ut Health East Texas Quitman Hospital,414.6,QUITMAN,TX,XA50,
-96.526118556488,32.6091723833501,2FAE6BE7-3741-48F8-BDFF-CF03A72B9A03,Seagoville,415,SEAGOVILLE,TX,5TA9,
-94.9700070701737,33.0177836389295,3B12A656-D4A2-4F75-94DC-87143D7669F1,Richardson Fld,415,PITTSBURG,TX,XA23,
-96.3224882221946,32.5331982104291,7C3D9D74-003E-49F4-A314-E7944E1556B8,Moore,418,KAUFMAN,TX,8TS6,
-95.2960609557211,31.4585185982265,7B9E5E7D-440D-4E87-B45E-00D5C5287ACE,Last Resort,420,CROCKETT,TX,1TA4,
-96.4396572660619,31.2717554612558,AB25C2A1-121D-4CF6-8A36-8136A77EBE34,Rmr Ranch,420,FRANKLIN,TX,1TE9,
-96.8211203099306,32.8029118515286,ABE7FD8C-610D-4696-AF48-C68DC196452E,Infomart,420,DALLAS,TX,9TX8,
-95.3180140579317,32.222659580886,FD78272A-D4CB-4506-9E70-09DB1052DE1C,Pineridge,420,TYLER,TX,16TS,
-95.1139459731772,32.6236585564626,6BAB9F8F-C048-48C7-900C-EFCD0FE2E0F1,Crosscut Fld,420,BIG SANDY,TX,91XA,
-96.5574977375293,32.7112474014503,F9268550-D1D1-4CB8-9AFB-6F5677BD775D,Creech,420,MESQUITE,TX,TA94,
-97.8350092821753,29.5391256246268,06465422-5427-4D49-BE33-04F711DC9396,Lackorn,420,SEGUIN,TX,TE51,
-95.0170181722649,32.661103011784,23A9BEDA-BFAC-47BA-A141-52A1240A1303,Lz Glen,420,PRITCHETT,TX,TX09,
-98.5253160923917,28.9324965921967,CB8A92AC-83A3-4A2E-8CF5-B8F7847E88B2,Methodist Hospital South,420,JOURDANTON,TX,TX87,
-94.681323395009,33.1981831301444,B37AE42A-3FD1-415F-BBAB-EC6F9B24EB4E,David Granberry Meml Hospital,421,NAPLES,TX,99TS,
-94.9707681909009,33.1754503353186,0A9688C1-E9DF-42F6-B338-3BD267D38BB4,Titus Rgnl Medical Center,422,MOUNT PLEASANT,TX,2TS1,
-97.18471661363,29.3919145051732,AC67B706-468F-4CF9-B5E5-D6003919B642,Gerum Farm,425,SHINER,TX,TE36,
-95.5647294286934,32.7294502240549,5695C3EC-F611-418D-807F-213DD6C1513B,Alba-Golden,425,GOLDEN,TX,TE54,
-96.9797297157594,31.4269499144985,11A89A1B-D424-476C-AB48-5CB263D6107F,Holick,425,RIESEL,TX,XA15,
-95.402734787415,29.7081301852757,9F682993-AB3B-4135-A5F1-19491DF2AEFE,Texas Childrens Downtown,427,HOUSTON,TX,7XS2,
-96.8788997713397,32.8487440796925,58C51680-2024-492D-AE2D-BF7F3BBAEF62,Dallas Rehabilitation Institute,428,DALLAS,TX,9TS8,
-94.3793671952277,33.0320808887806,DA3DC77E-37F8-418C-9E52-DFD43E2A0949,Boon/Lovelace,429,LINDEN,TX,5TX8,
-95.5109653007461,32.6766807441341,2BF730D0-84DD-4D5A-95C3-66363D7C54ED,Mineola Wisener Fld,430,MINEOLA,TX,3F9,
-95.6035750341654,33.3792820138062,8DE48556-480B-4067-B830-19B8EDE8B108,Oak Glen Ranch,430,COOPER,TX,3TS9,
-96.5206463055743,32.1338945145286,393AAB52-AC59-48AC-B01F-DAE48B6F43BC,Coyote Fld,430,CORSICANA,TX,4XS1,
-97.273893368553,30.8085283947977,FCDB3231-4F41-4790-BF94-F8B83615CF08,Isbell Ranch,430,DAVILLA,TX,14XS,
-95.2931904880067,33.0366836287631,FDACFA12-A320-4104-98B9-6B0D27F9D448,Foggy Bottom,430,WINNSBORO,TX,77TE,
-96.531659635938,32.0376597735361,2B03F88E-BF9F-46A8-919E-28E0CBDC290E,Anxiety Aerodrome,430,CORSICANA,TX,TA05,
-97.1083408064449,30.3916719300245,A51E9139-74B7-4D96-9AEB-4F41A546D00E,Cotton Patch,430,LEXINGTON,TX,TA75,
-96.3975185018992,32.2325112055771,5B817F2B-62C1-4F26-A0B0-938A7EF8ABCB,Hackberry,433,CHATFIELD,TX,1XA8,
-96.7864740641245,30.4869191825805,E69BC0B3-958C-48CC-86F6-67B63C06C646,Lauderdale,433,CALDWELL,TX,49TA,
-96.3176601694421,32.5923946109622,5321B4BE-3828-4942-B20E-92CE2C6389F7,Texas Health Resources Kaufman,434,KAUFMAN,TX,XA55,
-95.5579682063572,30.6982248246143,82380A44-F8C4-4C66-8348-57C6F9EEAFFA,Huntsville Meml Hospital,436,HUNTSVILLE,TX,TE03,
-97.5002797596379,29.6669023274769,81BC8A31-2187-4F73-AD37-AB445F908EA2,Gottwald Fld,440,HARWOOD,TX,10TE,
-96.7596101456757,30.0093524215134,FBA6F948-B601-4BB7-ABF7-856096CF3360,Anchorage Farm Fld,440,WARRENTON,TX,56TX,
-96.5602757930695,32.7084696228036,23F55677-A0AE-4A59-8A7C-DA2236562191,Kimi,440,MESQUITE,TX,TS64,
-94.1700734462789,31.5404361578653,8CF457A7-434C-4AF3-A2FC-3BC26A037430,San Augustine County,443,SAN AUGUSTINE,TX,78R,
-96.165501727264,31.3451443752503,F0C70610-183F-4E1C-8A82-A0C97C0A16B2,Nucor Ems,443,JEWETT,TX,XS32,
-96.5039268534384,32.0827611723639,8B5D454B-F0B8-40DF-B0C2-1B5D5861B9E4,Navarro Rgnl Hospital,444,CORSICANA,TX,25TE,
-96.4794388284317,32.7070804589864,B3566103-BD56-4F0B-991E-20B8965FA1DB,Sunset,444,FORNEY,TX,TA18,
-95.8283602977457,32.1638534376428,A0C54157-D350-4E1F-8510-69D7AE502AA8,Athens Muni,444.1,ATHENS,TX,F44,
-96.9130631205196,32.9558390983932,794B66D5-E80A-42C6-ABC3-BB0863B7E612,Opela,445,CARROLLTON,TX,80TE,
-95.4525099186768,32.0817556588815,7DF24FD7-80B7-4852-8564-07DA4A34053B,Aero Estates,445,FRANKSTON,TX,T25,
-95.0827848210081,32.0393362214217,E8D9B4EF-BC07-4CB5-9861-332FBA703081,Harrison Farm,445,TROUP,TX,TE91,
-96.0027539732058,32.5098657193571,1745EA40-C5BA-467B-A893-130B0E2EAC27,Goode Fld,445,CANTON,TX,TX43,
-98.5711372174959,29.0002524371525,FA04C1B6-D9AD-4B2E-BE04-5AE0D68E8CAC,Alderman Farm,447,POTEET,TX,XS47,
-98.0502904184587,28.8877590986196,71F2087E-CD30-40D9-B9D0-D1D1A98B3F18,Burris Ranch,448,KARNES CITY,TX,2TE6,
-98.6016927083156,27.0756053810901,F672E313-2268-457A-90F1-36D7259DF53F,Puesta Del Sol,448,HEBBRONVILLE,TX,TA44,
-97.2405706290325,31.679335230877,85B46C70-3C6A-4C77-96C2-78F4ED11D529,Tigerbird Fld,450,WACO,TX,2TS3,
-96.6783407805604,31.9741722553249,801537FE-4614-472B-85B6-DC99437C8792,Knapp Pecan Orchard Airpark,450,DAWSON,TX,5TS3,
-95.7383572621879,32.9114919186715,57429B4E-0662-4CA4-97CD-52E6649B6CDA,John R Armstrong Meml Fld,450,EMORY,TX,67TX,
-96.7966753020612,32.7751349033265,E7E8104C-AAEE-4473-AF07-129818DF7E44,Dallas City Hall,450,DALLAS,TX,TA40,
-96.9925038965855,31.6237821750866,DE8DEE2C-623F-45D7-96AB-D4D91A2F6ADB,Texas Valley Air Fld,450,WACO,TX,TA57,
-96.5969444253844,32.9076296590122,01723719-CC09-44A1-AA32-81D9A5908144,Madeira Airpark,450,GARLAND,TX,TX91,
-95.4543682871637,32.6936418887888,B7BD6955-B1D4-469B-860C-7DA874DA8B94,Creekside Air Park,450,MINEOLA,TX,XA46,
-97.2143824771232,29.9064968300666,C926C68E-07E7-4E45-8F9E-76FF5088B7EC,Fred Luecke,451,SMITHVILLE,TX,07XA,
-98.2551327038826,29.1913660964663,65267E51-56D5-4EBF-A916-D47AF3FEC4A5,Patton Air Park,451,FLORESVILLE,TX,TT05,
-97.8716753883142,29.2205255599784,E531E7A7-FE8D-49E4-B969-D47175F5F31B,Bailey,452,STOCKDALE,TX,2TS8,
-97.0827852380079,30.2452830129932,5EDE20AB-5233-4A4B-BD2C-1FCD472D1836,Flying G H Ranch,455,PAIGE,TX,9TE7,
-97.022505015144,31.6237818958915,379A6C3C-DF07-4016-8D9F-5A66A6B25F7D,Wings For Christ Intl Flight Academy,455,WACO,TX,73F,
-96.9293103490794,32.9956946611816,CA3A9E5A-021A-477B-AF1D-B49105E947B5,Hig,455,CARROLLTON,TX,TE79,
-96.5408406941535,31.0097276279225,0A7673DC-2BBD-453D-A42A-866AB404633C,Sandbur Ranches Pvt,455,FRANKLIN,TX,TX75,
-95.3638339457059,29.7588443639819,078DDF7A-38C4-44E2-AE0A-E60D103F55A3,Texas Commerce Bank Building,458,HOUSTON,TX,3TE2,
-95.5504711510287,33.6886087418057,CD44C0FD-919A-4822-989F-A72846648F5D,Ae139,459,PARIS,TX,2TS6,
-96.0399779003401,32.9906799768422,3B5F8986-7129-47EA-A5DC-85E43417048C,Jlinn,460,GREENVILLE,TX,37TS,
-96.220528684575,31.3129615887998,2AF3FDDA-1D91-4ECF-8446-1562F950C1D5,Miles Fld,460,JEWETT,TX,40TA,
-96.5408269086508,32.8669724317329,9DD3B102-AA21-490B-A4A4-4DC57C1C95C2,Faulkner Point,460,GARLAND,TX,90TA,
-95.6475850003524,32.6333779800382,554CE65A-F2B9-4D0B-A3D8-8A6C6AC02FF2,Bowen Lake Ranch,460,GRAND SALINE,TX,96TS,
-97.1631925508298,31.6289316132741,4B6B1ABA-91DD-4A49-828D-EA18D1ACA9B4,Three Ninety-Eighth,460,WACO,TX,98XA,
-97.5927853618622,30.1677182573767,2CD872AE-E17D-489B-8C41-9DF808FB7D64,Del Valle,460,DEL VALLE,TX,TA55,
-97.4588945022335,30.3302135711842,C173216D-7DE6-4204-8F68-40737C27B611,Baker's Place,460,ELGIN,TX,TX61,
-97.7752864996793,29.7682853940968,5F81139A-D364-4762-B773-6D4C74F7A7B6,Fentress Airpark,460,FENTRESS,TX,XS90,
-97.0752575035867,31.1574498584183,46100510-0AD8-4A7B-BB7F-8F03B322B340,Flanders Fld,461,LOTT,TX,TS81,
-95.6355210819823,32.1759917808606,73BA87FD-F65F-4E54-832C-D38BC12C8556,Wilkeys,463,LARUE,TX,TA50,
-96.8560982312187,30.1432780008282,79B3FF30-DE69-4E6A-AC75-AC24F00AF3B0,Bar S Ranch,465,GIDDINGS,TX,9TX1,
-95.6554988694889,32.2535056841301,F0D0BE80-0F87-432F-A44F-C66D11ACA33E,Echo Lake,465,BROWNSBORO,TX,TX40,
-97.6912242583992,29.8036884590263,62832761-449D-4DBC-BA14-D552FB3CDE6A,Someday Ranch,466,LOCKHART,TX,2XA5,
-99.4778551595005,27.5339546169789,845BB0A6-3E55-4152-BC2F-C03924A8A759,Laredo Medical Center,466,LAREDO,TX,XA22,
-96.7238963913829,32.7213946182669,CA4E2100-9262-468E-B621-2BB7D0C7C0AC,Culp,470,LAWRENCE,TX,6TA3,
-96.3252660075439,32.6459715648827,7AF85E60-A817-4467-8C12-C1B7707F633E,Flying G,470,KAUFMAN,TX,28XS,
-96.9666741058716,30.4125052722899,C0C9C112-AE18-45B0-97DE-389888DBF229,Lexington Airfield,470,LEXINGTON,TX,TE75,
-97.0903075181483,31.3622818426263,7677E762-4C36-4728-9F54-61DF0D3D26ED,Skid Row Airpark,472,GOLINDA,TX,42XA,
-95.2459210198237,32.8368113702428,F96DB02D-637D-48A3-8215-5E76AFEC270B,Ogburn Vfd,472,WINNSBORO,TX,81TX,
-96.0959004123361,32.9525016331585,73444D52-87EA-4FBA-B970-24461BA712BB,Rockin M,473,QUINLAN,TX,T14,
-97.1460742807317,32.7970112813936,DE0B6DCC-0214-491A-890B-5063D1548299,Bell South Airfield,473,FORT WORTH,TX,XS04,
-95.3894515868683,32.4080612811164,790EE6CD-EDA2-4573-BA07-37C9508559D0,Walk-Air,474,TYLER,TX,38XA,
-96.6854241451747,32.4773890174952,554E849D-A259-463D-B6C3-70AA8ADFF756,Dallas South Port,474,PALMER,TX,T13,
-95.5277849768242,32.7572280089698,E8E56258-B7D7-4E3F-87BD-FCFC6AE9372E,Fly 1 On,474,GOLDEN,TX,XA90,
-94.7948291972181,32.1611918119832,66135525-D025-482A-B497-99A7FF5C13A1,Ut Health Henderson,475,HENDERSON,TX,60TA,
-97.6594503580577,29.7282876121879,3DC1D31D-1229-46EF-9371-DAA75FC89A83,The Carter Meml,475,LULING,TX,T91,
-95.5636072422735,33.3216725605965,B334CEBE-FA18-4684-BCB2-F18D858A7BBE,Chuckster,475,TIRA,TX,XA17,
-95.7048017567496,33.8573893216706,0CFA99F3-6619-4759-90C5-4EDFE21B1FA8,Parson Fld,475,PARIS,TX,XS88,
-95.5991739083455,33.1580614168391,92625FA9-EABD-4D45-9DC8-863B60DF092F,Christus Mother Frances Hospital - Sulphur Springs,476,SULPHUR SPRINGS,TX,88TX,
-96.5084769034711,32.9172807756642,D8590764-A47F-41B4-B87D-0585E7C948B5,Baylor Scott & White Medical Center - Lake Pointe,476,ROWLETT,TX,XA11,
-96.8157853084654,32.8010335184032,F125A241-2F4D-4C96-B50A-9ACDA60CF3B6,Texas Scottish Rite Hospital For Children,477,DALLAS,TX,TE22,
-97.1169438902456,30.9085256422635,58C6C9D9-D709-4AD1-BB1B-7D6DDCAD3EBB,Glaser Fld,480,BUCKHOLTS,TX,06TA,
-95.7130627562626,31.9497278445772,AE929F5A-ACB6-4624-A18E-646F33709A6D,Briar Lakes Ranch,480,PALESTINE,TX,11XA,
-96.8020630812214,32.7717279574502,ADC50BAC-65F1-456C-AFD1-5EF9EA70DBD4,Dallas Cbd Vertiport,480,DALLAS,TX,49T,
-96.2784462774039,32.7099668570924,B8A454D9-6618-4668-BE98-3D82F4092E27,Terrell Community Hospital,480,TERRELL,TX,TA71,
-96.9722575660197,32.733839053974,456E53B2-B1A3-4BC5-AD93-D29D10CCA4C9,Redmond Taylor AHP,480,DALLAS,TX,TX18,
-95.3655006129102,29.7538443629012,D048E91E-2061-49AE-A991-299F0AE66E2E,First City Financial Center,482,HOUSTON,TX,4TS0,
-95.4819064059933,33.6051128950595,D42B334F-F336-4EFC-9B50-9ED70BAC4D08,Burress,484,PARIS,TX,XS30,
